record_id,experiment_id,experiment_date,prepared_sample_id,field_sample_id,collection_timestamp,provider_codename,resource_name,primary_product,parameter_name,unit,observed_value,repl_no,qc_pass,note,analyst_email,analysis_type
hot230-f121,,,48,14.0,2024-11-21 12:40:00,vibrant,almond hulls,almonds,glucose_yld,% of glucan,11.4,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot231-9489,,,48,14.0,2024-11-21 12:40:00,vibrant,almond hulls,almonds,glucose_yld,% of glucan,11.6,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot232-7c2b,,,48,14.0,2024-11-21 12:40:00,vibrant,almond hulls,almonds,xylose_yld,% of xylan,3.3,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot233-c12f,,,48,14.0,2024-11-21 12:40:00,vibrant,almond hulls,almonds,xylose_yld,% of xylan,3.0,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot234-3e53,,,48,14.0,2024-11-21 12:40:00,vibrant,almond hulls,almonds,xylose_yld,% of xylan,7.3,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot253-c419,,,49,16.0,2024-11-21 15:10:00,tiny,almond shells,almonds,glucose_yld,% of glucan,18.7,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot254-3faf,,,49,16.0,2024-11-21 15:10:00,tiny,almond shells,almonds,glucose_yld,% of glucan,17.5,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot255-3c6c,,,49,16.0,2024-11-21 15:10:00,tiny,almond shells,almonds,glucose_yld,% of glucan,17.9,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot256-b828,,,49,16.0,2024-11-21 15:10:00,tiny,almond shells,almonds,xylose_yld,% of xylan,13.6,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot257-3a7a,,,49,16.0,2024-11-21 15:10:00,tiny,almond shells,almonds,xylose_yld,% of xylan,13.3,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot258-3014,,,49,16.0,2024-11-21 15:10:00,tiny,almond shells,almonds,xylose_yld,% of xylan,12.2,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot277-54f1,,,50,17.0,2024-11-21 15:40:00,tiny,almond hulls,almonds,glucose_yld,% of glucan,14.5,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot278-cf53,,,50,17.0,2024-11-21 15:40:00,tiny,almond hulls,almonds,glucose_yld,% of glucan,13.1,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot279-c1b1,,,50,17.0,2024-11-21 15:40:00,tiny,almond hulls,almonds,glucose_yld,% of glucan,12.5,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot280-3562,,,50,17.0,2024-11-21 15:40:00,tiny,almond hulls,almonds,xylose_yld,% of xylan,12.9,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot281-6672,,,50,17.0,2024-11-21 15:40:00,tiny,almond hulls,almonds,xylose_yld,% of xylan,5.8,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot282-5b39,,,50,17.0,2024-11-21 15:40:00,tiny,almond hulls,almonds,xylose_yld,% of xylan,3.8,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot301-42a1,,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,glucose_yld,% of glucan,16.6,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot302-9469,,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,glucose_yld,% of glucan,17.8,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot303-dd2c,,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,glucose_yld,% of glucan,9.7,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot304-0e85,,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,xylose_yld,% of xylan,8.1,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot305-1e54,,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,xylose_yld,% of xylan,8.7,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot306-dc75,,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,xylose_yld,% of xylan,6.6,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot325-f05f,,,54,19.0,2024-11-21 16:10:00,popular,almond woodchips,almonds,glucose_yld,% of glucan,16.4,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot326-7876,,,54,19.0,2024-11-21 16:10:00,popular,almond woodchips,almonds,glucose_yld,% of glucan,17.1,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot327-6d07,,,54,19.0,2024-11-21 16:10:00,popular,almond woodchips,almonds,glucose_yld,% of glucan,17.6,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot328-1165,,,54,19.0,2024-11-21 16:10:00,popular,almond woodchips,almonds,xylose_yld,% of xylan,17.6,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot329-8db2,,,54,19.0,2024-11-21 16:10:00,popular,almond woodchips,almonds,xylose_yld,% of xylan,17.3,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot330-1b8d,,,54,19.0,2024-11-21 16:10:00,popular,almond woodchips,almonds,xylose_yld,% of xylan,17.7,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot349-01e7,,,55,22.0,2024-11-26 11:10:00,energetic,walnut tree sticks,walnuts,glucose_yld,% of glucan,21.2,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot350-2a6b,,,55,22.0,2024-11-26 11:10:00,energetic,walnut tree sticks,walnuts,glucose_yld,% of glucan,24.5,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot351-f4a3,,,55,22.0,2024-11-26 11:10:00,energetic,walnut tree sticks,walnuts,glucose_yld,% of glucan,18.0,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot352-4e83,,,55,22.0,2024-11-26 11:10:00,energetic,walnut tree sticks,walnuts,xylose_yld,% of xylan,24.7,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot353-76d9,,,55,22.0,2024-11-26 11:10:00,energetic,walnut tree sticks,walnuts,xylose_yld,% of xylan,27.7,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot354-3157,,,55,22.0,2024-11-26 11:10:00,energetic,walnut tree sticks,walnuts,xylose_yld,% of xylan,20.0,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot373-1050,,,53,15.0,2024-11-21 13:10:00,vibrant,almond branches,almonds,glucose_yld,% of glucan,21.2,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot374-b6d3,,,53,15.0,2024-11-21 13:10:00,vibrant,almond branches,almonds,glucose_yld,% of glucan,17.2,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot375-7dee,,,53,15.0,2024-11-21 13:10:00,vibrant,almond branches,almonds,glucose_yld,% of glucan,18.4,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot376-b189,,,53,15.0,2024-11-21 13:10:00,vibrant,almond branches,almonds,xylose_yld,% of xylan,21.7,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot377-5324,,,53,15.0,2024-11-21 13:10:00,vibrant,almond branches,almonds,xylose_yld,% of xylan,16.3,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot378-ff80,,,53,15.0,2024-11-21 13:10:00,vibrant,almond branches,almonds,xylose_yld,% of xylan,18.1,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot397-f767,,,57,20.0,2024-11-21 18:10:00,energetic,walnut shells,walnuts,glucose_yld,% of glucan,81.8,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot398-e157,,,57,20.0,2024-11-21 18:10:00,energetic,walnut shells,walnuts,glucose_yld,% of glucan,66.9,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot399-6d76,,,57,20.0,2024-11-21 18:10:00,energetic,walnut shells,walnuts,glucose_yld,% of glucan,73.0,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot400-6e39,,,57,20.0,2024-11-21 18:10:00,energetic,walnut shells,walnuts,xylose_yld,% of xylan,35.0,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot401-3224,,,57,20.0,2024-11-21 18:10:00,energetic,walnut shells,walnuts,xylose_yld,% of xylan,24.0,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot402-42a5,,,57,20.0,2024-11-21 18:10:00,energetic,walnut shells,walnuts,xylose_yld,% of xylan,20.9,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot421-015d,,,56,23.0,2024-12-05 13:30:00,tackle,sweet potato culls,sweet potatoes,glucose_yld,% of glucan,26.0,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot422-d681,,,56,23.0,2024-12-05 13:30:00,tackle,sweet potato culls,sweet potatoes,glucose_yld,% of glucan,22.9,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot423-e9db,,,56,23.0,2024-12-05 13:30:00,tackle,sweet potato culls,sweet potatoes,glucose_yld,% of glucan,19.0,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot425-c52c,,,56,23.0,2024-12-05 13:30:00,tackle,sweet potato culls,sweet potatoes,xylose_yld,% of xylan,87.7,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot426-b3c6,,,56,23.0,2024-12-05 13:30:00,tackle,sweet potato culls,sweet potatoes,xylose_yld,% of xylan,100.9,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot445-649e,,,67,28.0,2025-02-05 14:00:00,caterpillar,corn stover husks,corn - all,glucose_yld,% of glucan,24.5,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot446-43e7,,,67,28.0,2025-02-05 14:00:00,caterpillar,corn stover husks,corn - all,glucose_yld,% of glucan,24.5,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot447-0188,,,67,28.0,2025-02-05 14:00:00,caterpillar,corn stover husks,corn - all,glucose_yld,% of glucan,22.2,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot448-126d,,,67,28.0,2025-02-05 14:00:00,caterpillar,corn stover husks,corn - all,xylose_yld,% of xylan,5.7,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot449-244a,,,67,28.0,2025-02-05 14:00:00,caterpillar,corn stover husks,corn - all,xylose_yld,% of xylan,12.4,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot450-0c3f,,,67,28.0,2025-02-05 14:00:00,caterpillar,corn stover husks,corn - all,xylose_yld,% of xylan,12.1,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot469-5cd0,,,68,29.0,2025-02-05 14:00:00,caterpillar,corn stover cobs,corn - all,glucose_yld,% of glucan,21.0,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot470-91c2,,,68,29.0,2025-02-05 14:00:00,caterpillar,corn stover cobs,corn - all,glucose_yld,% of glucan,19.4,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot471-7dce,,,68,29.0,2025-02-05 14:00:00,caterpillar,corn stover cobs,corn - all,glucose_yld,% of glucan,20.9,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot472-babc,,,68,29.0,2025-02-05 14:00:00,caterpillar,corn stover cobs,corn - all,xylose_yld,% of xylan,8.7,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot473-c2f6,,,68,29.0,2025-02-05 14:00:00,caterpillar,corn stover cobs,corn - all,xylose_yld,% of xylan,8.1,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot474-820c,,,68,29.0,2025-02-05 14:00:00,caterpillar,corn stover cobs,corn - all,xylose_yld,% of xylan,9.7,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot493-fa54,,,69,30.0,2025-02-05 14:00:00,caterpillar,corn stover stalks,corn - all,glucose_yld,% of glucan,23.4,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot494-c516,,,69,30.0,2025-02-05 14:00:00,caterpillar,corn stover stalks,corn - all,glucose_yld,% of glucan,22.9,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot495-eba8,,,69,30.0,2025-02-05 14:00:00,caterpillar,corn stover stalks,corn - all,glucose_yld,% of glucan,23.2,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot496-7613,,,69,30.0,2025-02-05 14:00:00,caterpillar,corn stover stalks,corn - all,xylose_yld,% of xylan,29.6,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot497-d76c,,,69,30.0,2025-02-05 14:00:00,caterpillar,corn stover stalks,corn - all,xylose_yld,% of xylan,30.6,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot498-81cf,,,69,30.0,2025-02-05 14:00:00,caterpillar,corn stover stalks,corn - all,xylose_yld,% of xylan,29.6,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot536-225b,,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,xylose_yld,% of xylan,13.68,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot537-48e1,,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,glucose_yld,% of glucan,20.95,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot538-3b8f,,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,glucose_yld,% of glucan,21.66,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot539-743c,,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,xylose_yld,% of xylan,9.02,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot540-cdaa,,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,xylose_yld,% of xylan,9.32,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot541-9f4d,,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,glucose_yld,% of glucan,15.68,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot542-9f8b,,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,glucose_yld,% of glucan,15.41,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot543-cd35,,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,xylose_yld,% of xylan,5.72,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot544-b2eb,,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,xylose_yld,% of xylan,4.85,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot545-5042,,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,glucose_yld,% of glucan,51.0,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot546-75b0,,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,glucose_yld,% of glucan,44.8,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot547-3e73,,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,glucose_yld,% of glucan,47.4,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot548-deb4,,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,xylose_yld,% of xylan,26.0,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot549-3ff9,,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,xylose_yld,% of xylan,25.2,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot550-0725,,,80,34.0,2025-06-30 11:15:00,possessive,wheat straw,winter wheat,xylose_yld,% of xylan,21.1,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot551-7cf2,,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,glucose_yld,% of glucan,60.6,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot552-d1c0,,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,glucose_yld,% of glucan,60.5,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot553-aea7,,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,glucose_yld,% of glucan,61.4,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot554-6c67,,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,xylose_yld,% of xylan,37.0,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot555-3138,,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,xylose_yld,% of xylan,33.1,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot556-f4c4,,,81,36.0,2025-06-30 12:15:00,possessive,rice straw,rice,xylose_yld,% of xylan,35.3,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot557-1176,,,82,38.0,2025-06-30 13:00:00,wardrobe,wheat straw,winter wheat,glucose_yld,% of glucan,49.9,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot558-700b,,,82,38.0,2025-06-30 13:00:00,wardrobe,wheat straw,winter wheat,glucose_yld,% of glucan,51.3,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot559-11c0,,,82,38.0,2025-06-30 13:00:00,wardrobe,wheat straw,winter wheat,glucose_yld,% of glucan,54.2,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot560-1aab,,,82,38.0,2025-06-30 13:00:00,wardrobe,wheat straw,winter wheat,xylose_yld,% of xylan,37.4,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot561-94c4,,,82,38.0,2025-06-30 13:00:00,wardrobe,wheat straw,winter wheat,xylose_yld,% of xylan,29.5,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot562-c8d7,,,82,38.0,2025-06-30 13:00:00,wardrobe,wheat straw,winter wheat,xylose_yld,% of xylan,29.6,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot564-44c4,,,83,39.0,2025-08-07 11:15:00,rushes,peach seeds,peaches,glucose_yld,% of glucan,80.5,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot566-4b76,,,83,39.0,2025-08-07 11:15:00,rushes,peach seeds,peaches,xylose_yld,% of xylan,13.9,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot567-d009,,,83,39.0,2025-08-07 11:15:00,rushes,peach seeds,peaches,xylose_yld,% of xylan,9.5,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot568-fd0e,,,83,39.0,2025-08-07 11:15:00,rushes,peach seeds,peaches,xylose_yld,% of xylan,13.9,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot569-62fc,,,95,47.0,2025-08-21 10:35:00,oakleaf,tomato pomace,tomatoes for processing,glucose_yld,% of glucan,118.0,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot570-4961,,,95,47.0,2025-08-21 10:35:00,oakleaf,tomato pomace,tomatoes for processing,glucose_yld,% of glucan,93.1,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot572-15ca,,,95,47.0,2025-08-21 10:35:00,oakleaf,tomato pomace,tomatoes for processing,xylose_yld,% of xylan,74.2,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot573-87dc,,,95,47.0,2025-08-21 10:35:00,oakleaf,tomato pomace,tomatoes for processing,xylose_yld,% of xylan,54.5,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot574-8d12,,,95,47.0,2025-08-21 10:35:00,oakleaf,tomato pomace,tomatoes for processing,xylose_yld,% of xylan,78.3,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot576-3e47,,,96,48.0,2025-08-21 11:25:00,pinecrest,tomato pomace,tomatoes for processing,glucose_yld,% of glucan,95.1,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot577-0726,,,96,48.0,2025-08-21 11:25:00,pinecrest,tomato pomace,tomatoes for processing,glucose_yld,% of glucan,93.4,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot579-f63a,,,96,48.0,2025-08-21 11:25:00,pinecrest,tomato pomace,tomatoes for processing,xylose_yld,% of xylan,84.3,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot580-dcf4,,,96,48.0,2025-08-21 11:25:00,pinecrest,tomato pomace,tomatoes for processing,xylose_yld,% of xylan,84.8,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot583-0d5f,,,97,49.0,2025-08-21 13:15:00,gossamer,tomato pomace,tomatoes for processing,glucose_yld,% of glucan,80.4,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot584-9ead,,,97,49.0,2025-08-21 13:15:00,gossamer,tomato pomace,tomatoes for processing,xylose_yld,% of xylan,51.3,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot585-5c6b,,,97,49.0,2025-08-21 13:15:00,gossamer,tomato pomace,tomatoes for processing,xylose_yld,% of xylan,58.5,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot586-9d69,,,97,49.0,2025-08-21 13:15:00,gossamer,tomato pomace,tomatoes for processing,xylose_yld,% of xylan,40.8,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot587-b187,,,98,50.0,2025-08-21 14:15:00,gainful,tomato pomace,tomatoes for processing,glucose_yld,% of glucan,71.9,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot588-2b48,,,98,50.0,2025-08-21 14:15:00,gainful,tomato pomace,tomatoes for processing,glucose_yld,% of glucan,47.8,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot589-8c7e,,,98,50.0,2025-08-21 14:15:00,gainful,tomato pomace,tomatoes for processing,glucose_yld,% of glucan,55.3,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot590-f564,,,98,50.0,2025-08-21 14:15:00,gainful,tomato pomace,tomatoes for processing,xylose_yld,% of xylan,46.0,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot591-a517,,,98,50.0,2025-08-21 14:15:00,gainful,tomato pomace,tomatoes for processing,xylose_yld,% of xylan,32.5,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot592-6f6a,,,98,50.0,2025-08-21 14:15:00,gainful,tomato pomace,tomatoes for processing,xylose_yld,% of xylan,33.6,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot641-a26b,,,58,21.0,2024-11-21 18:40:00,energetic,walnut hulls,walnuts,glucose_yld,% of glucan,72.0,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot642-c1b7,,,58,21.0,2024-11-21 18:40:00,energetic,walnut hulls,walnuts,glucose_yld,% of glucan,97.2,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot643-9c5e,,,58,21.0,2024-11-21 18:40:00,energetic,walnut hulls,walnuts,glucose_yld,% of glucan,68.9,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot644-646a,,,58,21.0,2024-11-21 18:40:00,energetic,walnut hulls,walnuts,xylose_yld,% of xylan,26.5,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot645-5cfb,,,58,21.0,2024-11-21 18:40:00,energetic,walnut hulls,walnuts,xylose_yld,% of xylan,25.2,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot646-68b6,,,58,21.0,2024-11-21 18:40:00,energetic,walnut hulls,walnuts,xylose_yld,% of xylan,18.4,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot647-d76e,,,29,11.0,2024-11-10 15:40:00,maplewood,unused oak stick,grapes,glucose_yld,% of glucan,50.9,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot648-0b95,,,29,11.0,2024-11-10 15:40:00,maplewood,unused oak stick,grapes,glucose_yld,% of glucan,79.4,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot649-a531,,,29,11.0,2024-11-10 15:40:00,maplewood,unused oak stick,grapes,glucose_yld,% of glucan,71.5,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot650-3237,,,29,11.0,2024-11-10 15:40:00,maplewood,unused oak stick,grapes,xylose_yld,% of xylan,32.3,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot653-5086,,,27,10.0,2024-11-10 15:30:00,maplewood,spent oak chips,grapes,glucose_yld,% of glucan,62.7,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot654-0ee9,,,27,10.0,2024-11-10 15:30:00,maplewood,spent oak chips,grapes,glucose_yld,% of glucan,56.7,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot655-e521,,,27,10.0,2024-11-10 15:30:00,maplewood,spent oak chips,grapes,glucose_yld,% of glucan,55.4,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot657-a56b,,,27,10.0,2024-11-10 15:30:00,maplewood,spent oak chips,grapes,xylose_yld,% of xylan,82.3,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot659-9e9a,,,71,25.0,2024-12-16 00:00:00,humorous,almond hulls,almonds,glucose_yld,% of glucan,57.0,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot660-f5c1,,,71,25.0,2024-12-16 00:00:00,humorous,almond hulls,almonds,glucose_yld,% of glucan,63.7,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot661-8611,,,71,25.0,2024-12-16 00:00:00,humorous,almond hulls,almonds,glucose_yld,% of glucan,72.9,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot662-5e32,,,71,25.0,2024-12-16 00:00:00,humorous,almond hulls,almonds,xylose_yld,% of xylan,21.0,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot663-94e0,,,71,25.0,2024-12-16 00:00:00,humorous,almond hulls,almonds,xylose_yld,% of xylan,33.6,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot664-41e4,,,71,25.0,2024-12-16 00:00:00,humorous,almond hulls,almonds,xylose_yld,% of xylan,41.0,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot665-1959,,,72,26.0,2024-12-16 00:00:00,humorous,almond branches,almonds,glucose_yld,% of glucan,82.3,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot666-cf65,,,72,26.0,2024-12-16 00:00:00,humorous,almond branches,almonds,glucose_yld,% of glucan,79.5,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot667-8921,,,72,26.0,2024-12-16 00:00:00,humorous,almond branches,almonds,glucose_yld,% of glucan,67.8,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot668-c320,,,72,26.0,2024-12-16 00:00:00,humorous,almond branches,almonds,xylose_yld,% of xylan,95.5,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot669-2216,,,72,26.0,2024-12-16 00:00:00,humorous,almond branches,almonds,xylose_yld,% of xylan,90.3,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot670-3b55,,,72,26.0,2024-12-16 00:00:00,humorous,almond branches,almonds,xylose_yld,% of xylan,76.6,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot671-ec72,,,122,56.0,2025-08-27 12:35:00,rigging,spent oak chips,grapes,glucose_yld,% of glucan,54.6,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot672-77fe,,,122,56.0,2025-08-27 12:35:00,rigging,spent oak chips,grapes,glucose_yld,% of glucan,56.5,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot673-3484,,,122,56.0,2025-08-27 12:35:00,rigging,spent oak chips,grapes,glucose_yld,% of glucan,56.4,3,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot674-cef3,,,122,56.0,2025-08-27 12:35:00,rigging,spent oak chips,grapes,xylose_yld,% of xylan,42.0,1,pass,,akrishnamoorthy@lbl.gov,pretreatment
hot675-5666,,,122,56.0,2025-08-27 12:35:00,rigging,spent oak chips,grapes,xylose_yld,% of xylan,44.6,2,pass,,akrishnamoorthy@lbl.gov,pretreatment
