resource_name,analysis_type,parameter_name,unit,observed_value,record_id,qc_pass,note,analyst_name,analyst_email,created_at,provider_codename,sample_date
tomato pomace,icp,al,ppm,17.8,(69)3b52,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,p,pc,0.259,(69)46ef,pass,,,,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,na,ppm,1530.0,(69)5280,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,ti,ppm,3.65,(69)5cdc,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,s,ppm,1660.0,(69)632c,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,ca,ppm,2570.0,(69)66e5,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,zn,ppm,22.0,(69)6873,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,mg,ppm,1550.0,(69)7ba0,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,cu,ppm,14.6,(69)8315,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,b,ppm,14.6,(69)938e,pass,,,,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,fe,ppm,7.0,(69)a5f5,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,k,pc,2.06,(69)a649,pass,,,,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,nd,ppm,7.31,(69)aa3d,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,fe,ppm,7.0,(69)bf28,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,al,ppm,14.6,(69)bfca,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,si,ppm,15.0,(69)c905,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,cu,ppm,14.2,(69)daf6,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,si,ppm,11.0,(69)dca7,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,mn,ppm,18.3,(69)dd28,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,s,ppm,1690.0,(69)e3ed,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,mn,ppm,19.8,(69)e99c,pass,,,,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,na,ppm,1440.0,(69)eb00,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,ca,ppm,2730.0,(69)f2b1,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,fe,ppm,61.2,(69)f3fc,pass,,,,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,zn,ppm,27.9,(69)f50e,pass,,,,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,k,ppm,20300.0,(69)fb3a,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,icp,ca,pc,0.21,(6d)03ea,pass,,,,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,ca,ppm,1450.0,(6d)0f9b,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,mn,ppm,40.4,(6d)1524,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,zn,ppm,25.5,(6d)1b10,pass,,,,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,mg,pc,0.257,(6d)1f4c,pass,,,,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,s,ppm,1520.0,(6d)241f,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,nd,ppm,3.68,(6d)2b35,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,s,ppm,1590.0,(6d)3256,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,cu,ppm,6.9,(6d)3a3a,pass,,,,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,b,ppm,13.0,(6d)3de6,pass,,,,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,na,ppm,232.0,(6d)3e18,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,p,ppm,4120.0,(6d)4e82,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,fe,ppm,15.0,(6d)5bbd,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,p,pc,0.449,(6d)5e4b,pass,,,,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,cu,ppm,11.0,(6d)5e91,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,mn,ppm,39.9,(6d)6274,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,fe,ppm,82.6,(6d)666a,pass,,,,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,fe,ppm,82.6,(6d)70ec,pass,,,,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,mn,ppm,42.1,(6d)7264,pass,,,,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,s,ppm,1840.0,(6d)7f96,pass,,,,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,zn,ppm,24.8,(6d)93ec,pass,,,,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,k,ppm,6820.0,(6d)a021,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,nd,ppm,0.0,(6d)a2d8,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,zn,ppm,22.0,(6d)a343,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,mg,ppm,2560.0,(6d)a6af,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,p,pc,0.456,(6d)aaea,pass,,,,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,ti,ppm,3.63,(6d)b868,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,p,ppm,3830.0,(6d)bf16,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,al,ppm,7.35,(6d)bf8e,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,mn,ppm,41.7,(6d)c20a,pass,,,,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,k,pc,0.78,(6d)c36c,pass,,,,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,si,ppm,7.0,(6d)c547,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,na,ppm,232.0,(6d)c741,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,k,pc,0.79,(6d)d188,pass,,,,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,k,ppm,6920.0,(6d)d2e2,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,al,ppm,7.31,(6d)d64e,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,ti,ppm,3.68,(6d)d68e,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,b,ppm,13.5,(6d)d7af,pass,,,,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,cu,ppm,6.7,(6d)d8e9,pass,,,,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,mg,ppm,2440.0,(6d)db6e,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,cu,ppm,11.0,(6d)dc09,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,mg,pc,0.255,(6d)e672,pass,,,,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,fe,ppm,15.0,(6d)e90a,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,zn,ppm,26.0,(6d)f379,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,ca,pc,0.208,(6d)f5ad,pass,,,,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,ca,ppm,1510.0,(6d)f6fd,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,s,ppm,1870.0,(6d)f755,pass,,,,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,icp,si,ppm,7.0,(6d)fda3,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,ti,ppm,3.59,(7e)0351,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,si,ppm,18.0,(7e)0b8a,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,zn,ppm,6.6,(7e)15f1,pass,,,,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,mn,ppm,10.8,(7e)164d,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,cu,ppm,4.5,(7e)3028,pass,,,,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,s,ppm,410.0,(7e)3534,pass,,,,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,mg,ppm,862.0,(7e)359b,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,k,pc,3.23,(7e)39f9,pass,,,,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,zn,ppm,7.0,(7e)41d7,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,si,ppm,18.0,(7e)430f,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,mn,ppm,11.2,(7e)4e48,pass,,,,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,mn,ppm,11.0,(7e)5808,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,ti,ppm,0.0,(7e)58e7,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,k,ppm,25000.0,(7e)5ab3,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,ca,ppm,1950.0,(7e)6862,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,cu,ppm,7.18,(7e)73ad,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,p,ppm,994.0,(7e)7450,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,k,ppm,25900.0,(7e)74b0,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,p,ppm,951.0,(7e)882e,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,cu,ppm,7.0,(7e)94cb,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,al,ppm,15.0,(7e)9642,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,p,pc,0.131,(7e)a6fd,pass,,,,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,s,ppm,355.0,(7e)af60,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,mg,pc,0.097,(7e)afa8,pass,,,,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,fe,ppm,18.0,(7e)be3e,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,na,ppm,-201.0,(7e)bedc,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,s,ppm,291.0,(7e)bfad,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,nd,ppm,7.18,(7e)c289,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,fe,ppm,108.0,(7e)c2b2,pass,,,,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,ca,pc,0.243,(7e)c85c,pass,,,,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,nd,ppm,10.8,(7e)cd3c,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,mg,ppm,825.0,(7e)d9c3,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,b,ppm,105.0,(7e)e7ed,pass,,,,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,zn,ppm,7.0,(7e)f123,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,ca,ppm,2060.0,(7e)f38d,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,na,ppm,4.0,(7e)f741,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,al,ppm,14.4,(7e)f9c3,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
almond shells and hulls mix,icp,fe,ppm,18.3,(7e)fd9c,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,tiny,2026-07-08 03:54:14.293858
walnut shells,icp,na,ppm,-71.0,(82)076c,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,fe,ppm,11.0,(82)0fde,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,mg,ppm,246.0,(82)164b,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,mn,ppm,7.12,(82)1d32,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,s,ppm,157.0,(82)239d,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,al,ppm,7.12,(82)23ac,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,zn,ppm,4.0,(82)23f5,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,s,ppm,160.0,(82)2b22,pass,,,,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,al,ppm,7.12,(82)3c72,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,cu,ppm,7.12,(82)3e60,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,ca,ppm,1820.0,(82)495e,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,nd,ppm,7.12,(82)4c54,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,b,ppm,10.1,(82)58d3,pass,,,,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,ca,ppm,1720.0,(82)65b1,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,nd,ppm,7.12,(82)68b9,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,zn,ppm,3.7,(82)695f,pass,,,,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,mg,pc,0.026,(82)6d2a,pass,,,,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,cu,ppm,7.12,(82)79e1,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,cu,ppm,4.4,(82)8270,pass,,,,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,k,ppm,3110.0,(82)88f8,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,ti,ppm,0.0,(82)922e,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,na,ppm,-75.0,(82)9346,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,p,ppm,235.0,(82)9606,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,k,ppm,3220.0,(82)a012,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,zn,ppm,4.0,(82)afdc,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,fe,ppm,40.3,(82)cb5f,pass,,,,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,si,ppm,11.0,(82)cdf1,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,p,ppm,174.0,(82)cf5e,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,p,pc,0.025,(82)d27c,pass,,,,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,ti,ppm,0.0,(82)decd,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,fe,ppm,14.0,(82)e62c,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,si,ppm,11.0,(82)e6c1,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,k,pc,0.38,(82)eb51,pass,,,,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,s,ppm,157.0,(82)ef17,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,mn,ppm,7.12,(82)ef91,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,ca,pc,0.208,(82)f33c,pass,,,,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,mg,ppm,224.0,(82)f40b,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
walnut shells,icp,mn,ppm,5.6,(82)f68d,pass,,,,2026-07-08 03:54:14.293858,energetic,2026-07-08 03:54:14.293858
almond branches,icp,s,ppm,313.0,(a0)02fb,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,zn,ppm,14.6,(a0)0acc,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,ti,ppm,0.0,(a0)0eff,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,mg,ppm,862.0,(a0)1253,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,al,ppm,22.0,(a0)2550,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,fe,ppm,43.1,(a0)2c2d,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,p,ppm,187.0,(a0)2f1d,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,si,ppm,14.4,(a0)37cf,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,nd,ppm,14.0,(a0)5bd4,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,fe,ppm,40.0,(a0)6385,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,si,ppm,14.6,(a0)76a1,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,cu,ppm,14.0,(a0)7b53,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,p,ppm,182.0,(a0)9046,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,mn,ppm,25.0,(a0)95fd,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,mg,ppm,786.0,(a0)96a6,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,nd,ppm,15.0,(a0)98ff,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,al,ppm,29.0,(a0)9bfb,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,k,ppm,2250.0,(a0)9e7e,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,s,ppm,226.0,(a0)badc,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,mn,ppm,25.5,(a0)bb43,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,zn,ppm,18.2,(a0)bbfb,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,ca,ppm,6210.0,(a0)c48e,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,ca,ppm,6540.0,(a0)c916,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,ti,ppm,4.0,(a0)cf4c,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,na,ppm,-212.0,(a0)d8d7,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
almond branches,icp,cu,ppm,18.0,(a0)f31c,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,humorous,2026-07-08 03:54:14.293858
grape stem,icp,mn,ppm,94.8,(ad)1173,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
