record_id,experiment_id,experiment_date,prepared_sample_id,field_sample_id,collection_timestamp,provider_codename,resource_name,primary_product,product_name,unit,observed_value,repl_no,qc_pass,note,analyst_email,reactor_vessel,strain_name,bioconversion_method,pretreatment_method,enz_hydr_method
proco31-6382,71,,63,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,gluconct0,g_l,19.89,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-66f0,71,,64,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,gluconcteof,g_l,1.19,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-6b04,71,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,3hptiter,g_l,6.37,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-6cc5,71,,60,2.0,2024-09-21 09:00:00,pinecrest,tomato pomace,tomatoes for processing,gluconcteof,g_l,4.94,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-7017,71,,63,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,xylconct0,g_l,5.53,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-713f,71,,63,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,gluconct0,g_l,13.32,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-7289,71,,61,1.0,2024-09-09 15:00:00,riverstone,tomato pomace,tomatoes for processing,gluconct0,g_l,26.21,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-7590,71,,62,7.0,2024-11-10 15:00:00,maplewood,grape pomace,grapes,gluconct0,g_l,28.88,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-760c,71,,59,3.0,2024-09-24 11:40:00,oakleaf,tomato pomace,tomatoes for processing,sugart0,g_l,37.65,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-77cd,71,,64,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,gluconct0,g_l,35.62,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-77fd,71,,63,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,3hpyield,g_g,18.64,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-7839,71,,63,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,gluconcteof,g_l,0.27,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-79b5,71,,61,1.0,2024-09-09 15:00:00,riverstone,tomato pomace,tomatoes for processing,gluconcteof,g_l,0.19,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-7a0a,71,,61,1.0,2024-09-09 15:00:00,riverstone,tomato pomace,tomatoes for processing,3hpyield,g_g,17.5,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-7a20,71,,59,3.0,2024-09-24 11:40:00,oakleaf,tomato pomace,tomatoes for processing,gluconct0,g_l,29.99,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-7a7d,71,,64,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,sugar_cons,pc,23.6,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-7aad,71,,61,1.0,2024-09-09 15:00:00,riverstone,tomato pomace,tomatoes for processing,sugart0,g_l,18.84,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-7e96,71,,60,2.0,2024-09-21 09:00:00,pinecrest,tomato pomace,tomatoes for processing,sugar_cons,pc,36.98,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-830f,71,,62,7.0,2024-11-10 15:00:00,maplewood,grape pomace,grapes,xylconct0,g_l,6.77,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-8582,71,,60,2.0,2024-09-21 09:00:00,pinecrest,tomato pomace,tomatoes for processing,3hpyield,g_g,15.91,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-8634,71,,64,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,3hpyield,g_g,33.45,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-8717,71,,59,3.0,2024-09-24 11:40:00,oakleaf,tomato pomace,tomatoes for processing,xylconct0,g_l,7.98,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-882e,71,,61,1.0,2024-09-09 15:00:00,riverstone,tomato pomace,tomatoes for processing,sugarteof,g_l,0.89,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-88e4,71,,64,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,sugarteof,g_l,10.33,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-8984,71,,61,1.0,2024-09-09 15:00:00,riverstone,tomato pomace,tomatoes for processing,xylconcteof,g_l,0.87,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-89cd,71,,62,7.0,2024-11-10 15:00:00,maplewood,grape pomace,grapes,sugart0,g_l,35.88,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-8bea,71,,61,1.0,2024-09-09 15:00:00,riverstone,tomato pomace,tomatoes for processing,gluconcteof,g_l,0.92,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-8c6a,71,,62,7.0,2024-11-10 15:00:00,maplewood,grape pomace,grapes,xylconcteof,g_l,4.55,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-8f89,71,,59,3.0,2024-09-24 11:40:00,oakleaf,tomato pomace,tomatoes for processing,sugar_cons,pc,36.0,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-8fc2,71,,59,3.0,2024-09-24 11:40:00,oakleaf,tomato pomace,tomatoes for processing,xylconcteof,g_l,1.16,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-9266,71,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,gluconcteof,g_l,0.77,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-9364,71,,63,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,sugart0,g_l,25.42,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-9650,71,,61,1.0,2024-09-09 15:00:00,riverstone,tomato pomace,tomatoes for processing,gluconct0,g_l,14.98,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-96b2,71,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,xylconcteof,g_l,0.62,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-98bc,71,,61,1.0,2024-09-09 15:00:00,riverstone,tomato pomace,tomatoes for processing,xylconcteof,g_l,0.71,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-9947,71,,63,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,sugarteof,g_l,1.24,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-99d5,71,,64,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,3hptiter,g_l,8.89,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-9a06,71,,60,2.0,2024-09-21 09:00:00,pinecrest,tomato pomace,tomatoes for processing,sugart0,g_l,54.38,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-9a96,71,,63,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,3hpyield,g_g,16.29,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-9ba9,71,,63,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,3hptiter,g_l,3.52,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-9cf4,71,,63,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,sugart0,g_l,17.22,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-9d0c,71,,64,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,xylconcteof,g_l,0.25,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-9dcf,71,,62,7.0,2024-11-10 15:00:00,maplewood,grape pomace,grapes,3hptiter,g_l,7.54,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-9dd8,71,,62,7.0,2024-11-10 15:00:00,maplewood,grape pomace,grapes,sugarteof,g_l,3.0,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-9ddc,71,,59,3.0,2024-09-24 11:40:00,oakleaf,tomato pomace,tomatoes for processing,sugart0,g_l,25.78,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-9f79,71,,62,7.0,2024-11-10 15:00:00,maplewood,grape pomace,grapes,sugart0,g_l,34.96,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-a053,71,,61,1.0,2024-09-09 15:00:00,riverstone,tomato pomace,tomatoes for processing,sugar_cons,pc,30.51,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-a45d,71,,63,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,sugar_cons,pc,24.18,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-a482,71,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,3hptiter,g_l,7.59,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-a56c,71,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,sugarteof,g_l,2.16,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-a774,71,,62,7.0,2024-11-10 15:00:00,maplewood,grape pomace,grapes,gluconcteof,g_l,0.76,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-a8ef,71,,62,7.0,2024-11-10 15:00:00,maplewood,grape pomace,grapes,3hpyield,g_g,39.78,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-a908,71,,63,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,3hptiter,g_l,10.04,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-a908,71,,63,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,gluconct0,g_l,15.09,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-aa75,71,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,xylconct0,g_l,10.64,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-ad40,71,,59,3.0,2024-09-24 11:40:00,oakleaf,tomato pomace,tomatoes for processing,sugarteof,g_l,1.48,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-adc1,71,,60,2.0,2024-09-21 09:00:00,pinecrest,tomato pomace,tomatoes for processing,sugart0,g_l,46.21,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-af06,71,,61,1.0,2024-09-09 15:00:00,riverstone,tomato pomace,tomatoes for processing,3hpyield,g_g,19.13,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-b045,71,,63,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,sugarteof,g_l,1.03,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-b06c,71,,61,1.0,2024-09-09 15:00:00,riverstone,tomato pomace,tomatoes for processing,gluconcteof,g_l,0.26,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-b2cb,71,,60,2.0,2024-09-21 09:00:00,pinecrest,tomato pomace,tomatoes for processing,gluconct0,g_l,32.96,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-b4b4,71,,64,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,xylconct0,g_l,16.32,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-b4dc,71,,61,1.0,2024-09-09 15:00:00,riverstone,tomato pomace,tomatoes for processing,xylconct0,g_l,6.1,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-b727,71,,60,2.0,2024-09-21 09:00:00,pinecrest,tomato pomace,tomatoes for processing,3hpyield,g_g,14.7,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-b9d6,71,,63,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,3hptiter,g_l,3.94,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-ba69,71,,64,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,sugar_cons,pc,41.6,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-ba91,71,,62,7.0,2024-11-10 15:00:00,maplewood,grape pomace,grapes,gluconct0,g_l,28.95,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-bb73,71,,60,2.0,2024-09-21 09:00:00,pinecrest,tomato pomace,tomatoes for processing,xylconcteof,g_l,2.01,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-bdba,71,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,gluconct0,g_l,21.47,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-bde0,71,,63,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,sugart0,g_l,19.93,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-be76,71,,60,2.0,2024-09-21 09:00:00,pinecrest,tomato pomace,tomatoes for processing,sugarteof,g_l,20.5,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-bf5d,71,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,sugarteof,g_l,1.47,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-bfda,71,,61,1.0,2024-09-09 15:00:00,riverstone,tomato pomace,tomatoes for processing,sugar_cons,pc,17.94,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-c2a2,71,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,3hpyield,g_g,25.34,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-c417,71,,61,1.0,2024-09-09 15:00:00,riverstone,tomato pomace,tomatoes for processing,sugarteof,g_l,1.79,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-ca7a,71,,62,7.0,2024-11-10 15:00:00,maplewood,grape pomace,grapes,sugar_cons,pc,31.91,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-cc27,71,,59,3.0,2024-09-24 11:40:00,oakleaf,tomato pomace,tomatoes for processing,gluconcteof,g_l,0.49,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-cd08,71,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,sugart0,g_l,31.91,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-cd92,71,,61,1.0,2024-09-09 15:00:00,riverstone,tomato pomace,tomatoes for processing,gluconct0,g_l,12.96,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-ce72,71,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,xylconcteof,g_l,0.68,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-d03e,71,,63,8.0,2024-11-10 15:10:00,maplewood,grape stem,grapes,xylconct0,g_l,4.84,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-d266,71,,62,7.0,2024-11-10 15:00:00,maplewood,grape pomace,grapes,3hpyield,g_g,24.35,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-d396,71,,62,7.0,2024-11-10 15:00:00,maplewood,grape pomace,grapes,xylconcteof,g_l,3.21,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-d5e9,71,,64,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,sugarteof,g_l,0.27,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-d680,71,,62,7.0,2024-11-10 15:00:00,maplewood,grape pomace,grapes,sugart0,g_l,36.58,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-d6f4,71,,59,3.0,2024-09-24 11:40:00,oakleaf,tomato pomace,tomatoes for processing,3hptiter,g_l,9.59,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-da71,71,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,3hptiter,g_l,5.8,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-dba0,71,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,sugarteof,g_l,1.39,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-de03,71,,62,7.0,2024-11-10 15:00:00,maplewood,grape pomace,grapes,sugarteof,g_l,3.97,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-e1d3,71,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,3hpyield,g_g,19.03,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-e270,71,,59,3.0,2024-09-24 11:40:00,oakleaf,tomato pomace,tomatoes for processing,xylconcteof,g_l,1.03,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-e2cf,71,,62,7.0,2024-11-10 15:00:00,maplewood,grape pomace,grapes,gluconct0,g_l,28.2,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-e2e9,71,,61,1.0,2024-09-09 15:00:00,riverstone,tomato pomace,tomatoes for processing,sugarteof,g_l,0.9,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-e3c6,71,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,sugar_cons,pc,30.44,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-e47d,71,,60,2.0,2024-09-21 09:00:00,pinecrest,tomato pomace,tomatoes for processing,xylconcteof,g_l,9.15,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-e4c2,71,,64,6.0,2024-10-25 10:30:00,ebony,grape pomace,grapes,sugar_cons,pc,26.81,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
proco31-e98b,71,,59,3.0,2024-09-24 11:40:00,oakleaf,tomato pomace,tomatoes for processing,3hpyield,g_g,26.63,3,pass,,ojokonkwo@lbl.gov,incubator shaker,Rhodosporidium toruloides MCR-ALD6-g2945,2rho-3hp,cho10pc,ctec3:htec3 9:1
