resource_name,parameter_name,unit,observed_value,record_id,qc_pass,provider_codename,collection_timestamp,harvest_date,created_at,sample_date
almond hulls,glucose,% dry weight,26.12,(a8)9aca,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,9.1,(a8)9e55,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,15.75,(a8)a893,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,5.19,(a8)aa72,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,5.9,(a8)bf74,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,22.12,(a8)c5e8,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,23.48,(a8)f2e9,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,8.01,(a8)ff0b,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,xylose,% dry weight,9.69,(ab)0af2,pass,maplewood,2024-11-10 15:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,xylose,% dry weight,9.16,(ab)106b,pass,maplewood,2024-11-10 15:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,glucan,% dry weight,7.77,(ab)1273,pass,maplewood,2024-11-10 15:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,glucan,% dry weight,7.95,(ab)1509,pass,maplewood,2024-11-10 15:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,glucose,% dry weight,8.84,(ab)19cd,pass,maplewood,2024-11-10 15:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,glucan,% dry weight,7.96,(ab)1fcb,pass,maplewood,2024-11-10 15:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,lignin+,% dry weight,53.12,(ab)2034,pass,maplewood,2024-11-10 15:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,glucose,% dry weight,8.64,(ab)57f4,pass,maplewood,2024-11-10 15:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,glucose,% dry weight,8.85,(ab)6d90,pass,maplewood,2024-11-10 15:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,xylan,% dry weight,8.13,(ab)8cb1,pass,maplewood,2024-11-10 15:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,xylan,% dry weight,8.06,(ab)9781,pass,maplewood,2024-11-10 15:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,lignin+,% dry weight,53.96,(ab)c64d,pass,maplewood,2024-11-10 15:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,xylose,% dry weight,9.24,(ab)e013,pass,maplewood,2024-11-10 15:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,xylan,% dry weight,8.52,(ab)e502,pass,maplewood,2024-11-10 15:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,lignin+,% dry weight,53.35,(ab)fbf0,pass,maplewood,2024-11-10 15:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,24.01,(b3)088a,pass,capstan,2025-09-26 11:25:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,26.44,(b3)1dea,pass,capstan,2025-09-26 11:25:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,9.8,(b3)2504,pass,capstan,2025-09-26 11:25:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,25.35,(b3)256d,pass,capstan,2025-09-26 11:25:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,26.68,(b3)2fe6,pass,capstan,2025-09-26 11:25:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,27.87,(b3)5a29,pass,capstan,2025-09-26 11:25:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,10.27,(b3)7544,pass,capstan,2025-09-26 11:25:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,11.03,(b3)8501,pass,capstan,2025-09-26 11:25:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,26.1,(b3)858a,pass,capstan,2025-09-26 11:25:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,26.16,(b3)883d,pass,capstan,2025-09-26 11:25:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,25.09,(b3)9284,pass,capstan,2025-09-26 11:25:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,9.71,(b3)afda,pass,capstan,2025-09-26 11:25:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,28.17,(b3)b234,pass,capstan,2025-09-26 11:25:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,11.13,(b3)e8a9,pass,capstan,2025-09-26 11:25:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,11.67,(b3)f397,pass,capstan,2025-09-26 11:25:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shelling fines,glucose,% dry weight,11.64,(b5)2461,pass,cutaway,2025-10-28 10:53:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shelling fines,xylose,% dry weight,12.8,(b5)25fa,pass,cutaway,2025-10-28 10:53:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shelling fines,xylose,% dry weight,13.05,(b5)35b0,pass,cutaway,2025-10-28 10:53:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shelling fines,glucan,% dry weight,10.82,(b5)3bc5,pass,cutaway,2025-10-28 10:53:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shelling fines,xylan,% dry weight,11.48,(b5)41d7,pass,cutaway,2025-10-28 10:53:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shelling fines,glucose,% dry weight,12.02,(b5)4e58,pass,cutaway,2025-10-28 10:53:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shelling fines,xylan,% dry weight,9.77,(b5)70e4,pass,cutaway,2025-10-28 10:53:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shelling fines,lignin,% dry weight,52.78,(b5)8e9b,pass,cutaway,2025-10-28 10:53:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shelling fines,lignin,% dry weight,52.3,(b5)987c,pass,cutaway,2025-10-28 10:53:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shelling fines,xylan,% dry weight,11.26,(b5)b12b,pass,cutaway,2025-10-28 10:53:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shelling fines,lignin,% dry weight,52.54,(b5)b24f,pass,cutaway,2025-10-28 10:53:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shelling fines,xylose,% dry weight,11.1,(b5)c9e0,pass,cutaway,2025-10-28 10:53:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shelling fines,glucan,% dry weight,10.47,(b5)da39,pass,cutaway,2025-10-28 10:53:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shelling fines,glucan,% dry weight,10.77,(b5)e90a,pass,cutaway,2025-10-28 10:53:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut shelling fines,glucose,% dry weight,11.97,(b5)f9ad,pass,cutaway,2025-10-28 10:53:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,24.09,(b7)18ba,pass,capstan,2025-09-26 11:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,10.56,(b7)2999,pass,capstan,2025-09-26 11:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,29.9,(b7)34d1,pass,capstan,2025-09-26 11:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,11.55,(b7)3dd4,pass,capstan,2025-09-26 11:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,10.64,(b7)4b7b,pass,capstan,2025-09-26 11:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylan,% dry weight,10.16,(b7)5c80,pass,capstan,2025-09-26 11:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,24.63,(b7)5f3f,pass,capstan,2025-09-26 11:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,12.09,(b7)63c6,pass,capstan,2025-09-26 11:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,29.79,(b7)681d,pass,capstan,2025-09-26 11:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucose,% dry weight,29.26,(b7)7817,pass,capstan,2025-09-26 11:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,26.81,(b7)8030,pass,capstan,2025-09-26 11:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,lignin,% dry weight,24.57,(b7)95bc,pass,capstan,2025-09-26 11:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,xylose,% dry weight,12.0,(b7)a8d6,pass,capstan,2025-09-26 11:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,26.34,(b7)bc73,pass,capstan,2025-09-26 11:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond hulls,glucan,% dry weight,26.91,(b7)cc61,pass,capstan,2025-09-26 11:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,xylan,% dry weight,13.02,(b8)1335,pass,possessive,2025-06-30 12:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,glucose,% dry weight,32.6,(b8)3b4b,pass,possessive,2025-06-30 12:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,xylose,% dry weight,14.79,(b8)5436,pass,possessive,2025-06-30 12:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,xylan,% dry weight,13.17,(b8)57a9,pass,possessive,2025-06-30 12:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,glucan,% dry weight,27.85,(b8)6d57,pass,possessive,2025-06-30 12:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,xylose,% dry weight,15.59,(b8)76e6,pass,possessive,2025-06-30 12:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,lignin,% dry weight,22.0,(b8)8fcf,pass,possessive,2025-06-30 12:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,glucose,% dry weight,30.94,(b8)905a,pass,possessive,2025-06-30 12:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,lignin,% dry weight,22.32,(b8)9d2b,pass,possessive,2025-06-30 12:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,xylan,% dry weight,13.72,(b8)a51b,pass,possessive,2025-06-30 12:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,xylose,% dry weight,14.97,(b8)cd1b,pass,possessive,2025-06-30 12:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,glucan,% dry weight,27.85,(b8)d441,pass,possessive,2025-06-30 12:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,glucan,% dry weight,29.34,(b8)da13,pass,possessive,2025-06-30 12:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,glucose,% dry weight,30.95,(b8)de76,pass,possessive,2025-06-30 12:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,lignin,% dry weight,22.48,(b8)fa89,pass,possessive,2025-06-30 12:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive pomace,glucan,% dry weight,11.52,(ba)057a,pass,excellent,2025-11-04 17:22:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive pomace,lignin,% dry weight,46.42,(ba)10eb,pass,excellent,2025-11-04 17:22:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive pomace,glucose,% dry weight,12.67,(ba)1c19,pass,excellent,2025-11-04 17:22:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive pomace,xylan,% dry weight,13.96,(ba)231c,pass,excellent,2025-11-04 17:22:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive pomace,xylose,% dry weight,16.55,(ba)3435,pass,excellent,2025-11-04 17:22:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive pomace,lignin,% dry weight,46.81,(ba)3b31,pass,excellent,2025-11-04 17:22:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive pomace,glucan,% dry weight,11.4,(ba)4bc0,pass,excellent,2025-11-04 17:22:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive pomace,lignin,% dry weight,46.97,(ba)4f41,pass,excellent,2025-11-04 17:22:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive pomace,xylan,% dry weight,14.57,(ba)5ec9,pass,excellent,2025-11-04 17:22:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive pomace,glucose,% dry weight,12.8,(ba)79c9,pass,excellent,2025-11-04 17:22:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive pomace,xylose,% dry weight,15.87,(ba)7ab9,pass,excellent,2025-11-04 17:22:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive pomace,xylose,% dry weight,16.24,(ba)816d,pass,excellent,2025-11-04 17:22:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive pomace,glucose,% dry weight,12.77,(ba)9627,pass,excellent,2025-11-04 17:22:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive pomace,glucan,% dry weight,11.49,(ba)a296,pass,excellent,2025-11-04 17:22:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
olive pomace,xylan,% dry weight,14.29,(ba)b745,pass,excellent,2025-11-04 17:22:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio hulls,glucose,% dry weight,12.66,(c0)0a41,pass,stuntman,2025-09-03 09:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio hulls,glucose,% dry weight,12.46,(c0)0f01,pass,stuntman,2025-09-03 09:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio hulls,xylan,% dry weight,7.73,(c0)2163,pass,stuntman,2025-09-03 09:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio hulls,glucan,% dry weight,11.55,(c0)21ce,pass,stuntman,2025-09-03 09:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio hulls,lignin,% dry weight,42.92,(c0)2c34,pass,stuntman,2025-09-03 09:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio hulls,xylan,% dry weight,8.12,(c0)47ff,pass,stuntman,2025-09-03 09:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio hulls,lignin,% dry weight,42.36,(c0)4885,pass,stuntman,2025-09-03 09:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio hulls,glucan,% dry weight,11.39,(c0)6e53,pass,stuntman,2025-09-03 09:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio hulls,xylose,% dry weight,8.79,(c0)7c08,pass,stuntman,2025-09-03 09:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio hulls,glucose,% dry weight,12.84,(c0)86e1,pass,stuntman,2025-09-03 09:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio hulls,xylose,% dry weight,9.0,(c0)95c5,pass,stuntman,2025-09-03 09:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio hulls,glucan,% dry weight,11.22,(c0)b33e,pass,stuntman,2025-09-03 09:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio hulls,xylan,% dry weight,7.92,(c0)bbb6,pass,stuntman,2025-09-03 09:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio hulls,lignin,% dry weight,43.26,(c0)c14e,pass,stuntman,2025-09-03 09:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
pistachio hulls,xylose,% dry weight,9.23,(c0)cdec,pass,stuntman,2025-09-03 09:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond woodchips,xylose,% dry weight,21.4,(c1)0a0f,pass,popular,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond woodchips,lignin,% dry weight,29.41,(c1)0d7d,pass,popular,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond woodchips,xylan,% dry weight,18.77,(c1)3033,pass,popular,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond woodchips,glucose,% dry weight,35.85,(c1)6ac6,pass,popular,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond woodchips,glucose,% dry weight,35.71,(c1)6bdb,pass,popular,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond woodchips,xylose,% dry weight,21.55,(c1)6d4d,pass,popular,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond woodchips,xylan,% dry weight,18.96,(c1)6e7e,pass,popular,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond woodchips,xylose,% dry weight,21.33,(c1)8cf2,pass,popular,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond woodchips,glucose,% dry weight,35.19,(c1)94c5,pass,popular,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond woodchips,xylan,% dry weight,18.83,(c1)9ec0,pass,popular,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond woodchips,lignin,% dry weight,28.9,(c1)ae8b,pass,popular,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond woodchips,glucan,% dry weight,32.27,(c1)b2a8,pass,popular,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond woodchips,glucan,% dry weight,31.67,(c1)b63a,pass,popular,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond woodchips,lignin,% dry weight,29.48,(c1)b8b5,pass,popular,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond woodchips,glucan,% dry weight,32.14,(c1)e9b5,pass,popular,2024-11-21 16:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
unused oak stick,lignin,% dry weight,36.22,(c4)0589,pass,maplewood,2024-11-10 15:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
unused oak stick,xylan,% dry weight,13.94,(c4)111c,pass,maplewood,2024-11-10 15:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
unused oak stick,glucan,% dry weight,39.39,(c4)126d,pass,maplewood,2024-11-10 15:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
unused oak stick,xylose,% dry weight,15.85,(c4)226a,pass,maplewood,2024-11-10 15:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
unused oak stick,xylose,% dry weight,16.04,(c4)24f1,pass,maplewood,2024-11-10 15:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
unused oak stick,lignin,% dry weight,35.44,(c4)3676,pass,maplewood,2024-11-10 15:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
unused oak stick,xylose,% dry weight,15.71,(c4)3724,pass,maplewood,2024-11-10 15:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
unused oak stick,glucose,% dry weight,44.13,(c4)4695,pass,maplewood,2024-11-10 15:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
unused oak stick,glucose,% dry weight,43.77,(c4)504e,pass,maplewood,2024-11-10 15:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
unused oak stick,xylan,% dry weight,14.11,(c4)5987,pass,maplewood,2024-11-10 15:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
unused oak stick,glucan,% dry weight,39.72,(c4)677c,pass,maplewood,2024-11-10 15:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
unused oak stick,lignin,% dry weight,35.37,(c4)68bc,pass,maplewood,2024-11-10 15:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
unused oak stick,glucan,% dry weight,38.78,(c4)882a,pass,maplewood,2024-11-10 15:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
unused oak stick,xylan,% dry weight,13.83,(c4)9c93,pass,maplewood,2024-11-10 15:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
unused oak stick,glucose,% dry weight,43.09,(c4)fccc,pass,maplewood,2024-11-10 15:40:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,lignin,% dry weight,29.4,(c5)02f2,pass,badger,2026-02-13 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,xylose,% dry weight,17.46,(c5)0d9b,pass,badger,2026-02-13 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
spent oak chips,xylan,% dry weight,6.67,(c5)0ed9,pass,maplewood,2024-11-10 15:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,glucan,% dry weight,34.25,(c5)18bf,pass,badger,2026-02-13 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,glucan,% dry weight,33.31,(c5)1af8,pass,badger,2026-02-13 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
spent oak chips,lignin,% dry weight,44.69,(c5)1d8d,pass,maplewood,2024-11-10 15:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,xylan,% dry weight,15.36,(c5)1f57,pass,badger,2026-02-13 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
spent oak chips,glucan,% dry weight,41.28,(c5)24af,pass,maplewood,2024-11-10 15:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
spent oak chips,xylose,% dry weight,7.58,(c5)267f,pass,maplewood,2024-11-10 15:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
spent oak chips,xylose,% dry weight,7.39,(c5)27e9,pass,maplewood,2024-11-10 15:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,lignin,% dry weight,28.49,(c5)2932,pass,badger,2026-02-13 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,xylan,% dry weight,15.27,(c5)2d94,pass,badger,2026-02-13 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
spent oak chips,xylose,% dry weight,7.4,(c5)5f9f,pass,maplewood,2024-11-10 15:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,glucose,% dry weight,38.05,(c5)624f,pass,badger,2026-02-13 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,glucan,% dry weight,34.38,(c5)6d4b,pass,badger,2026-02-13 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
spent oak chips,glucose,% dry weight,45.86,(c5)6fa0,pass,maplewood,2024-11-10 15:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
spent oak chips,glucose,% dry weight,46.16,(c5)7034,pass,maplewood,2024-11-10 15:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
spent oak chips,lignin,% dry weight,44.09,(c5)86ca,pass,maplewood,2024-11-10 15:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
spent oak chips,glucan,% dry weight,42.22,(c5)8f41,pass,maplewood,2024-11-10 15:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
spent oak chips,xylan,% dry weight,6.51,(c5)a648,pass,maplewood,2024-11-10 15:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
spent oak chips,glucose,% dry weight,46.91,(c5)b324,pass,maplewood,2024-11-10 15:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,glucose,% dry weight,37.01,(c5)bcb2,pass,badger,2026-02-13 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,lignin,% dry weight,28.71,(c5)c098,pass,badger,2026-02-13 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
spent oak chips,xylan,% dry weight,6.5,(c5)c20a,pass,maplewood,2024-11-10 15:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,glucose,% dry weight,38.2,(c5)c9d1,pass,badger,2026-02-13 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,xylan,% dry weight,14.65,(c5)ca15,pass,badger,2026-02-13 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
