resource_name,strain_name,observed_value,record_id,qc_pass,created_at,product_name,unit,provider_codename,sample_date
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,52.51,proco28-1fe0,pass,2026-07-08 03:54:31.034951,sugart0,g_l,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,0.17,proco28-22e5,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,13.47,proco28-2336,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,rigging,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,0.21,proco28-237b,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,8.7,proco28-2428,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,rigging,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,3.44,proco28-2453,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,0.24,proco28-2472,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,4.69,proco28-2562,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,rigging,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,3.44,proco28-2570,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,18.11,proco28-25d0,pass,2026-07-08 03:54:31.034951,sugart0,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,0.04,proco28-2649,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,maplewood,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,0.84,proco28-26e9,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,3.07,proco28-2755,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,rigging,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,0.92,proco28-282e,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,humorous,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,0.37,proco28-28ce,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,humorous,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,15.53,proco28-2957,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,humorous,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,40.09,proco28-2978,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,humorous,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,0.59,proco28-2b27,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,1.52,proco28-2b58,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,rigging,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,0.35,proco28-2cab,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,1.39,proco28-2e01,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,rigging,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,0.47,proco28-2fd3,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,maplewood,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,0.92,proco28-3047,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,0.82,proco28-30da,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,2.03,proco28-32ae,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,0.13,proco28-3db2,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,maplewood,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco28-409c,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,0.26,proco28-485c,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,0.21,proco28-49aa,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,8.32,proco28-4a43,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,rigging,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,0.36,proco28-4aaf,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,humorous,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,29.73,proco28-4b05,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,14.39,proco28-4bb2,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,rigging,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,4.03,proco28-5010,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,19.13,proco28-5193,pass,2026-07-08 03:54:31.034951,sugart0,g_l,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,0.42,proco28-5298,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,17.33,proco28-5304,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,4.27,proco28-534e,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,3.44,proco28-5454,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,rigging,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,3.76,proco28-5481,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,maplewood,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,3.06,proco28-5493,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,12.0,proco28-57e5,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,4.57,proco28-59a6,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,4.97,proco28-5ac9,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,19.21,proco28-5b3e,pass,2026-07-08 03:54:31.034951,sugart0,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,1.2,proco28-5c51,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,4.42,proco28-5d27,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,4.84,proco28-5dc5,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,maplewood,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,14.03,proco28-5ded,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,maplewood,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,0.52,proco28-5e16,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,humorous,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,3.02,proco28-5fa9,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,humorous,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,22.34,proco28-5ffc,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,1.86,proco28-6003,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,rigging,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,15.38,proco28-62b3,pass,2026-07-08 03:54:31.034951,sugart0,g_l,humorous,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,0.35,proco28-64d5,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,19.95,proco28-6501,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,rigging,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,34.98,proco28-6643,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,2.48,proco28-66ea,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,rigging,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco28-673b,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,14.29,proco28-6882,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,0.82,proco28-6904,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,rigging,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,12.04,proco28-691d,pass,2026-07-08 03:54:31.034951,sugart0,g_l,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,0.17,proco28-6939,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco28-6fd5,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,2.53,proco28-703c,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,1.77,proco28-707b,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco28-719e,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,rigging,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,0.55,proco28-7687,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,7.5,proco28-779d,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,0.19,proco28-78e8,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,rigging,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,39.01,proco28-7983,pass,2026-07-08 03:54:31.034951,sugart0,g_l,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,44.02,proco28-79db,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,maplewood,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,16.07,proco28-79e4,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,14.04,proco28-7dce,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,maplewood,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,0.45,proco28-7f27,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,0.47,proco28-8020,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,1.52,proco28-829d,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,8.49,proco28-8318,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,20.01,proco28-839e,pass,2026-07-08 03:54:31.034951,sugart0,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,0.51,proco28-898a,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,rigging,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,0.35,proco28-89d0,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,1.93,proco28-8a61,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,rigging,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,0.37,proco28-8c34,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,maplewood,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,11.49,proco28-8c67,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,17.91,proco28-8db2,pass,2026-07-08 03:54:31.034951,sugart0,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,2.2,proco28-92bf,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,maplewood,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,0.22,proco28-92e3,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,4.26,proco28-94bd,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,0.88,proco28-9744,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,rigging,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,1.85,proco28-9801,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,maplewood,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,6.55,proco28-9872,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,16.21,proco28-9a6c,pass,2026-07-08 03:54:31.034951,sugart0,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,3.81,proco28-9c47,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,rigging,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,0.27,proco28-9c87,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,13.14,proco28-9d16,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,12.88,proco28-9eaa,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,4.43,proco28-a257,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,16.81,proco28-a259,pass,2026-07-08 03:54:31.034951,sugart0,g_l,rigging,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,17.25,proco28-a43c,pass,2026-07-08 03:54:31.034951,sugart0,g_l,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,4.83,proco28-a454,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,rigging,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,8.95,proco28-a482,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,4.45,proco28-a4e0,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,rigging,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,27.5,proco28-a634,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,humorous,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,3.3,proco28-a658,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,humorous,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,9.13,proco28-a693,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,0.58,proco28-a6ea,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,maplewood,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,15.03,proco28-abb6,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,humorous,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,19.78,proco28-abc8,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,maplewood,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,13.48,proco28-accb,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,humorous,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,2.98,proco28-af7d,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,humorous,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,0.33,proco28-b154,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,maplewood,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,10.19,proco28-b160,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,7.14,proco28-b287,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,11.76,proco28-b50f,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,12.24,proco28-b6ff,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,rigging,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,0.24,proco28-b7c2,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,humorous,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,0.17,proco28-b8a0,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,maplewood,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,13.79,proco28-bd3b,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,humorous,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,4.12,proco28-bdbc,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,maplewood,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,2.78,proco28-bded,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco28-c1cb,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,52.51,proco28-c1ed,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,16.31,proco28-c317,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,rigging,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,9.53,proco28-c6aa,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,humorous,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,13.35,proco28-c6e2,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,6.81,proco28-c768,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,maplewood,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,16.73,proco28-c859,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,humorous,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,20.58,proco28-cc7d,pass,2026-07-08 03:54:31.034951,sugart0,g_l,maplewood,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,0.21,proco28-cd0f,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,2.45,proco28-ce93,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,rigging,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,12.34,proco28-cecf,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,0.41,proco28-d240,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,2.48,proco28-d3a3,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,3.84,proco28-d4e1,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,15.33,proco28-d6b6,pass,2026-07-08 03:54:31.034951,sugart0,g_l,rigging,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,0.8,proco28-d73f,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,4.45,proco28-d7be,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,rigging,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,3.14,proco28-d982,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,0.78,proco28-dc1f,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,15.99,proco28-deb4,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,rigging,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,7.67,proco28-df30,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,rigging,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco28-dfdb,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,humorous,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,13.22,proco28-dffe,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,rigging,2026-07-08 03:54:31.034951
almond branches,Rhodosporidium toruloides MCR-ALD6-g2945,40.84,proco28-dfff,pass,2026-07-08 03:54:31.034951,sugart0,g_l,humorous,2026-07-08 03:54:31.034951
almond hulls,Rhodosporidium toruloides MCR-ALD6-g2945,0.52,proco28-e0f5,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,humorous,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,3.16,proco28-e192,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,maplewood,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,0.22,proco28-e62e,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,0.78,proco28-e63c,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,rigging,2026-07-08 03:54:31.034951
unused oak stick,Rhodosporidium toruloides MCR-ALD6-g2945,0.27,proco28-e990,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,maplewood,2026-07-08 03:54:31.034951
spent oak chips,Rhodosporidium toruloides MCR-ALD6-g2945,3.7,proco28-eb13,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,rigging,2026-07-08 03:54:31.034951
